"","Log2FC_estimate","SE","pval","CI_lb","CI_ub","Number_Of_Comparisons","Number_of_ Contrasts","Number_of_Coefficients","tau2_ResidualHeterogeneity","SE_tau2_ResidualHeterogeneity","QE_CochransQ_Teststat","QEp_CochransQ_pval","I2_PercentVar_TrueHeterogeneity","H2_Ratio_EffectHetero_overSamplVar","PubBias_Egger_Zstat","PubBias_Egger_pval","PubBias_Egger_DF","Leave1Out_Min_Log2FC","Leave1Out_Max_Log2FC","Leave1Out_Min_Pval","Leave1Out_Max_Pval","FDR","QEp_FDR","Egger_FDR","DB.Class.Key","Mouse_Common.Organism.Name","Mouse_NCBI.Taxon.ID","Mouse_Symbol","Mouse_EntrezGene.ID","Mouse_Mouse.MGI.ID","Mouse_HGNC.ID","Mouse_OMIM.Gene.ID","Mouse_Genetic.Location","Mouse_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Mouse_Name","Mouse_Synonyms","Mouse_ENSEMBLGene.ID","Ensembl_Entrez","Rat_Common.Organism.Name","Rat_NCBI.Taxon.ID","Rat_Symbol","Rat_EntrezGene.ID","Rat_Mouse.MGI.ID","Rat_HGNC.ID","Rat_OMIM.Gene.ID","Rat_Genetic.Location","Rat_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Rat_Name","Rat_Synonyms","Rat_Ensembl","Rat_DBSymbol","Rat_DBName","MouseRat_GeneSymbol"
"Adamtsl2_Adamtsl2",-0.246374380070434,0.16694895920925,0.140011896937157,-0.573588327377011,0.0808395672361423,9,10,1,0.143229376708345,0.129179431844765,19.6900891503073,0.0199243199201547,53.8880922060958,2.16863723025616,-1.86402170630625,0.0623186561618083,NA,-0.315293338172027,-0.124433444124365,0.0151258693191662,0.324401851170517,0.725813207673847,0.414913676921333,0.742453705569219,"51425055","mouse, laboratory","10090","Adamtsl2","77794","MGI:1925044","","","Chr2  cM","Chr2:26969391-26998993(+)","ADAMTS-like 2","stb","ENSMUSG00000036040","ENSMUSG00000036040_77794","rat","10116","Adamtsl2","311827","","","","Chr3 p12","","ADAMTS-like 2","RGD1305459","ENSRNOG00000027742","Adamtsl2","ADAMTS-like 2","Adamtsl2_Adamtsl2"
"Pla2g15_Pla2g15",0.0168444347901392,0.0326524451350169,0.605944824955805,-0.047153181681664,0.0808420512619424,9,10,1,0.000545894706374682,0.00457042568470388,7.13951558080441,0.622596408540602,5.00259147440359,1.0526602941285,1.79036786303374,0.0733947931233299,NA,-0.000881516450365501,0.0408793648163981,0.249610108230138,0.978910038656505,0.939431796903016,1,0.772176664760279,"51432116","mouse, laboratory","10090","Pla2g15","192654","MGI:2178076","","","Chr8  cM","Chr8:106877031-106891347(+)","phospholipase A2, group XV","Lypla3","ENSMUSG00000031903","ENSMUSG00000031903_192654","rat","10116","Pla2g15","361401","","","","Chr19 q12","","phospholipase A2, group XV","LPLA2|Lypla3","ENSRNOG00000019859","Pla2g15","phospholipase A2, group XV","Pla2g15_Pla2g15"
"Arpc1b_Arpc1b",-0.0218229225678245,0.0523814614711783,0.676959756627473,-0.124488700508906,0.0808428553732573,9,10,1,0,0.011485799313258,5.51099609971607,0.787685103141914,0,1,-0.594982919914423,0.551854888109715,NA,-0.05720128071514,-0.00190078240645734,0.310730697244133,0.973479425152238,0.951445552986232,1,1,"51426440","mouse, laboratory","10090","Arpc1b","11867","MGI:1343142","","","Chr5  cM","Chr5:145051066-145064996(+)","actin related protein 2/3 complex, subunit 1B","p41-ARC|SOP2Hs","ENSMUSG00000029622","ENSMUSG00000029622_11867","rat","10116","Arpc1b","54227","","","","Chr12 p11","","actin related protein 2/3 complex, subunit 1B","p41Arc","ENSRNOG00000000991","Arpc1b","actin related protein 2/3 complex, subunit 1B","Arpc1b_Arpc1b"
"Creb3_Creb3",0.0120883603364277,0.0350806945435953,0.730404686494627,-0.0566685375216699,0.0808452581945252,8,9,1,0,0.00512230441107065,5.99721311172395,0.647544078492097,0,1,-0.103160492712791,0.917835594817648,NA,0.00019707448877655,0.0293913572410433,0.423951708361314,0.995722297985559,0.964194843317513,1,1,"51427006","mouse, laboratory","10090","Creb3","12913","MGI:99946","","","Chr4  cM","Chr4:43562658-43567061(+)","cAMP responsive element binding protein 3","Luman|LZIP|LZIP-1|LZIP-2","ENSMUSG00000028466","ENSMUSG00000028466_12913","rat","10116","Creb3","298400","","","","Chr5 q22","","cAMP responsive element binding protein 3","","ENSRNOG00000016452","Creb3","cAMP responsive element binding protein 3","Creb3_Creb3"
"Fnta_Fnta",0.0149324612421438,0.0336310395011289,0.657036570934649,-0.0509831649427126,0.0808480874270003,8,9,1,0,0.00470270535091673,3.97226928947888,0.859616710211526,0,1,-0.715341855278041,0.474397831484024,NA,0.00151019855137966,0.0261941100701351,0.454376688943023,0.966947551660258,0.948310578709124,1,1,"51431263","mouse, laboratory","10090","Fnta","14272","MGI:104683","","","Chr8  cM","Chr8:26488716-26505638(-)","farnesyltransferase, CAAX box, alpha","FTA","ENSMUSG00000015994","ENSMUSG00000015994_14272","rat","10116","Fnta","25318","","","","Chr16 q12.4","","farnesyltransferase, CAAX box, subunit alpha","PFAS","ENSRNOG00000014462","Fnta","farnesyltransferase, CAAX box, subunit alpha","Fnta_Fnta"
"Tsn_Tsn",0.0170203889215929,0.0325720160657257,0.601289966256939,-0.0468195894710896,0.0808603673142753,9,10,1,0.00110641220105825,0.00381121717707445,7.80157713228697,0.554259684775374,10.3301186241217,1.1152016537283,-0.0890898118232757,0.92901053418536,NA,-0.00644018783794407,0.0432158032347885,0.241983232125705,0.826177809065547,0.938610011873442,1,1,"51430898","mouse, laboratory","10090","Tsn","22099","MGI:109263","","","Chr1  cM","Chr1:118226244-118239463(-)","translin","2610034C24Rik|TB-RBP","ENSMUSG00000026374","ENSMUSG00000026374_22099","rat","10116","Tsn","60381","","","","Chr13 q11","","translin","","ENSRNOG00000002319","Tsn","translin","Tsn_Tsn"
"Lingo1_Lingo1",-0.0167633178989923,0.0498145870459668,0.736483115144064,-0.114398114413823,0.0808714786158382,8,9,1,1.90497685788126e-08,0.0100778980366922,10.3842469502448,0.239085464128469,7.90833046949153e-05,1.00000079083367,1.48029358160419,0.138794915385344,NA,-0.0391626783706601,0.0191408975693956,0.450393316287074,0.978021409666858,0.966786327046921,1,0.888567628310293,"51432046","mouse, laboratory","10090","Lingo1","235402","MGI:1915522","","","Chr9  cM","Chr9:56525759-56703752(-)","leucine rich repeat and Ig domain containing 1","UNQ201","ENSMUSG00000049556","ENSMUSG00000049556_235402","rat","10116","Lingo1","315691","","","","Chr8 q24","","leucine rich repeat and Ig domain containing 1","Lrrn6a","ENSRNOG00000017193","Lingo1","leucine rich repeat and Ig domain containing 1","Lingo1_Lingo1"
"Asic3_Asic3",-0.22192456770747,0.154493240719892,0.150869268697644,-0.524725755373336,0.0808766199583952,8,9,1,0.0304297951070299,0.0971558142689018,6.92082810796755,0.545198386933383,14.2412923770046,1.16606234832282,-1.44839955875144,0.147505338140722,NA,-0.340758118997774,-0.12365971501664,0.0401525178655207,0.412527335982024,0.73225273452803,1,0.898487314107314,"51424999","mouse, laboratory","10090","Asic3","171209","MGI:2159339","","","Chr5  cM","Chr5:24618449-24622836(+)","acid-sensing ion channel 3","Accn3|DRASIC","ENSMUSG00000038276","ENSMUSG00000038276_171209","rat","10116","Asic3","286920","","","","Chr4 q11","","acid sensing ion channel subunit 3","Accn3","ENSRNOG00000008380","Asic3","acid sensing ion channel subunit 3","Asic3_Asic3"
"Tub_Tub",0.00294132796607489,0.0397649030817133,0.941035895512308,-0.074996449922809,0.0808791058549588,9,10,1,0,0.00601303861742764,1.28307193084379,0.998459006889807,0,1,0.0603537479417254,0.951873895259564,NA,-0.00963073146160638,0.0281318557065351,0.576550584060973,0.94853272581931,0.999978175448807,1,1,"51440550","mouse, laboratory","10090","Tub","22141","MGI:2651573","","","Chr7  cM","Chr7:108610087-108633666(+)","TUB bipartite transcription factor","rd5|tub","ENSMUSG00000031028","ENSMUSG00000031028_22141","rat","10116","Tub","25609","","","","Chr1 q33","","TUB bipartite transcription factor","","ENSRNOG00000046566","Tub","TUB bipartite transcription factor","Tub_Tub"
"Rab11a_Rab11a",0.00665842528680913,0.0378796771344708,0.860468117531987,-0.0675843776427591,0.0809012282163773,9,10,1,0,0.00586873040604772,3.96579328019712,0.91364945569468,0,1,-0.0894646124774486,0.928712675927973,NA,-0.00750592962984133,0.0171118992408717,0.66003966666193,0.956281877632763,0.99096037294623,1,1,"51429320","mouse, laboratory","10090","Rab11a","53869","MGI:1858202","","","Chr9  cM","Chr9:64622582-64645038(-)","RAB11A, member RAS oncogene family","","ENSMUSG00000004771","ENSMUSG00000004771_53869","rat","10116","Rab11a","81830","","","","Chr8 q24","","RAB11a, member RAS oncogene family","","ENSRNOG00000011302","Rab11a","RAB11a, member RAS oncogene family","Rab11a_Rab11a"
"Qng1_Qng1",0.00271188174095704,0.0398956714139077,0.945806064577237,-0.0754821973693462,0.0809059608512603,9,10,1,0.000447306422957271,0.00648625119295475,7.59146529180363,0.575781456834773,2.69598519131075,1.02770682377918,0.714388372326589,0.474987060015954,NA,-0.0125020618559619,0.0364225363684515,0.398025483127422,0.975135651788336,1,1,1,"51437823","mouse, laboratory","10090","Qng1","70153","MGI:1917403","","","Chr13  cM","Chr13:58527860-58533039(-)","Q-nucleotide N-glycosylase 1","2210016F16Rik","ENSMUSG00000021550","ENSMUSG00000021550_70153","rat","10116","Qng1","361201","","","","Chr17 p14","","Q-nucleotide N-glycosylase 1","RGD1311345","ENSRNOG00000019232","Qng1","Q-nucleotide N-glycosylase 1","Qng1_Qng1"
"Brpf3_Brpf3",0.0131537911814789,0.0345713124658539,0.703587031480542,-0.0546047361498754,0.0809123185128332,8,9,1,6.22764831404011e-07,0.00442839852611098,9.33044336551122,0.31519151535683,0.00512059711063789,1.00005120859329,0.0859705686961688,0.931489813360843,NA,0.00345819187120676,0.0303836344883122,0.450472096507451,0.925418716248618,0.957778366078021,1,1,"51425654","mouse, laboratory","10090","Brpf3","268936","MGI:2146836","","","Chr17  cM","Chr17:29020088-29057763(+)","bromodomain and PHD finger containing, 3","MGC:58603|mKIAA1286","ENSMUSG00000063952","ENSMUSG00000063952_268936","rat","10116","Brpf3","309647","","","","Chr20 p12","","bromodomain and PHD finger containing, 3","","ENSRNOG00000028641","Brpf3","bromodomain and PHD finger containing, 3","Brpf3_Brpf3"
"Nav1_Nav1",0.0071777179736343,0.037624310744641,0.848703123596737,-0.0665645760290055,0.0809200119762741,9,10,1,0,0.00585619540819965,3.10256904314529,0.960089094717762,0,1,-0.261922279948607,0.79338136217546,NA,-0.00387550186500211,0.0378126349004285,0.495557739546289,0.94549434329106,0.988688896106475,1,1,"51433604","mouse, laboratory","10090","Nav1","215690","MGI:2183683","","","Chr1  cM","Chr1:135362318-135615843(-)","neuron navigator 1","9930003A20Rik|C230080M11Rik|mKIAA1151|POMFIL3|steerin-1|unc53H1","ENSMUSG00000009418","ENSMUSG00000009418_215690","rat","10116","Nav1","685707","","","","Chr13 q13","","neuron navigator 1","","ENSRNOG00000008425","Nav1","neuron navigator 1","Nav1_Nav1"
"Tedc1_Tedc1",-0.177565670385779,0.131901975695443,0.17823990551527,-0.436088792238525,0.0809574514669676,9,10,1,0.0535342750138847,0.076435852138947,13.8240088644908,0.128724736357079,33.2984609954265,1.4992157826095,-2.11897008673761,0.0340929950346568,NA,-0.252095949119313,-0.0786692569577312,0.0643973420386735,0.467832188993988,0.753411546669975,0.94022998066508,0.649849473506794,"51435537","mouse, laboratory","10090","Tedc1","104732","MGI:2144738","","","Chr12  cM","Chr12:113120041-113129668(+)","tubulin epsilon and delta complex 1","4930427A07Rik","ENSMUSG00000037466","ENSMUSG00000037466_104732","rat","10116","Tedc1","690422","","","","Chr6 q32","","tubulin epsilon and delta complex 1","","ENSRNOG00000070355","Tedc1","tubulin epsilon and delta complex 1","Tedc1_Tedc1"
"Cntnap2_Cntnap2",-0.0326984851017635,0.0579908566483683,0.572852223190449,-0.14635847556519,0.0809615053616636,9,10,1,0.0108421560761335,0.0144049459573808,13.3769550892553,0.146278000519337,37.5937641086006,1.60240396767435,-0.537636656422974,0.590827918182937,NA,-0.0955218445332622,-0.0116325016858156,0.0795750305164703,0.849617594355535,0.931329134590021,0.979596335030237,1,"51426924","mouse, laboratory","10090","Cntnap2","66797","MGI:1914047","","","Chr6  cM","Chr6:45036995-47278330(+)","contactin associated protein-like 2","5430425M22Rik|Caspr2|mKIAA0868","ENSMUSG00000039419","ENSMUSG00000039419_66797","rat","10116","Cntnap2","500105","","","","Chr4 q24","","contactin associated protein 2","","ENSRNOG00000006617","Cntnap2","contactin associated protein 2","Cntnap2_Cntnap2"
"Fam241b_Fam241b",-0.00925214689829488,0.0460297565186964,0.840695756901686,-0.0994688118920876,0.0809645180954978,9,10,1,4.52591723695288e-06,0.0076419196126185,8.14369539333824,0.519732662676911,0.0180741122979012,1.00018077379624,-0.956069221449348,0.339037263516315,NA,-0.0390536275225765,0.00875052142878436,0.427095219449218,0.983258531190074,0.986640078468758,1,0.991115567953602,"51441897","mouse, laboratory","10090","Fam241b","69894","MGI:1917144","","","Chr10  cM","Chr10:61943435-61946829(-)","family with sequence similarity 241, member B","2010107G23Rik","ENSMUSG00000020083","ENSMUSG00000020083_69894","rat","10116","Fam241b","294499","","","","Chr20 q11","","family with sequence similarity 241 member B","RGD1305587","ENSRNOG00000000551","Fam241b","family with sequence similarity 241 member B","Fam241b_Fam241b"
"Pum2_Pum2",0.00657438832540297,0.0379635269301098,0.862512744434468,-0.0678327571837286,0.0809815338345345,9,10,1,0.00318427922510943,0.00549430148509119,10.4084824080107,0.318439000411234,25.3629583271931,1.33981730463513,-0.847734831315404,0.39658566364988,NA,-0.0204809530490022,0.0289463650719985,0.397105723842682,0.954043362135336,0.99096037294623,1,0.999974744790749,"51433591","mouse, laboratory","10090","Pum2","80913","MGI:1931751","","","Chr12  cM","Chr12:8724134-8802581(+)","pumilio RNA-binding family member 2","5730503J23Rik|mKIAA0235|Pumm2","ENSMUSG00000020594","ENSMUSG00000020594_80913","rat","10116","Pum2","298874","","","","Chr6 q14","","pumilio RNA-binding family member 2","","ENSRNOG00000006180","Pum2","pumilio RNA-binding family member 2","Pum2_Pum2"
"Itsn2_Itsn2",0.00463599341690348,0.0389530612092281,0.905263576972938,-0.0717106036407679,0.0809825904745749,9,10,1,0.0040033835607666,0.00663573551213336,12.2380295766205,0.200220561379934,28.0484998429505,1.38982508747877,0.344792973865735,0.7302500155942,NA,-0.019125845961012,0.0265970996002638,0.436226743292398,0.999054790805573,0.995359897459771,1,1,"51427307","mouse, laboratory","10090","Itsn2","20403","MGI:1338049","","","Chr12  cM","Chr12:4642792-4763952(+)","intersectin 2","Eh domain, SH3 domain regulator of endocytosis 2|Ese2|mKIAA1256|Sh3d1B|Sh3p18","ENSMUSG00000020640","ENSMUSG00000020640_20403","rat","10116","Itsn2","313934","","","","Chr6 q14","","intersectin 2","","ENSRNOG00000046741","Itsn2","intersectin 2","Itsn2_Itsn2"
"Serinc3_Serinc3",0.0299461971017781,0.0260489603540917,0.25030371835788,-0.0211088270269533,0.0810012212305095,9,10,1,0,0.00277945077174136,7.63686083616066,0.571114702820293,0,1,2.02499062473434,0.0428683269225207,NA,0.0202977803511187,0.0492140879547704,0.107963771764741,0.455427698480645,0.804603188039376,1,0.687774675155548,"51444440","mouse, laboratory","10090","Serinc3","26943","MGI:1349457","","","Chr2  cM","Chr2:163466577-163487767(-)","serine incorporator 3","Tde1|TMS-1","ENSMUSG00000017707","ENSMUSG00000017707_26943","rat","10116","Serinc3","296350","","","","Chr3 q42","","serine incorporator 3","Tde1","ENSRNOG00000009552","Serinc3","serine incorporator 3","Serinc3_Serinc3"
"Atg4b_Atg4b",0.0142833121463609,0.0340404565253787,0.674779049449663,-0.0524347566606829,0.0810013809534047,8,9,1,0,0.00480091750841864,6.12086237328604,0.633695495542757,0,1,-0.670632089058667,0.502454935012345,NA,-0.000606409197294827,0.0265468975806378,0.471124153397053,0.986337974104374,0.951177130655232,1,1,"51425273","mouse, laboratory","10090","Atg4b","66615","MGI:1913865","","","Chr1  cM","Chr1:93682627-93717328(+)","autophagy related 4B, cysteine peptidase","Apg4b|autophagin 1","ENSMUSG00000026280","ENSMUSG00000026280_66615","rat","10116","Atg4b","316640","","","","Chr9 q36","","autophagy related 4B, cysteine peptidase","Apg4b","ENSRNOG00000018403","Atg4b","autophagy related 4B, cysteine peptidase","Atg4b_Atg4b"
"Plec_Plec",0.00137610798534503,0.0406417266233558,0.972989199907574,-0.0782802124659551,0.0810324284366451,9,10,1,0,0.0068106993794859,1.51145204131453,0.997060916698334,0,1,-0.447748626439049,0.654334623552366,NA,-0.0110946538510511,0.00848677593298429,0.796539854476019,0.995565089004303,1,1,1,"51428318","mouse, laboratory","10090","Plec","18810","MGI:1277961","","","Chr15  cM","Chr15:76055174-76115578(-)","plectin","Plec1","ENSMUSG00000022565","ENSMUSG00000022565_18810","rat","10116","Plec","64204","","","","Chr7 q34","","plectin","Pltn","ENSRNOG00000023781","Plec","plectin","Plec_Plec"
"Scn2a_Scn2a",0.0124107035745179,0.0350121161656663,0.722987565554124,-0.0562117831327206,0.0810331902817563,8,9,1,0.00245230416821836,0.00488062510559086,14.6119574651932,0.0671446432015131,23.7088365010259,1.31076779293508,-1.23421207177733,0.217123890280015,NA,-0.0113730944897103,0.0342280843110255,0.225077146551008,0.994316330490851,0.96249571671654,0.744124974381604,0.963768026821326,"51427294","mouse, laboratory","10090","Scn2a","110876","MGI:98248","","","Chr2  cM","Chr2:65451115-65597791(+)","sodium channel, voltage-gated, type II, alpha","Scn2a1","ENSMUSG00000075318","ENSMUSG00000075318_110876","rat","10116","Scn2a","24766","","","","Chr3 q21","","sodium voltage-gated channel alpha subunit 2","Scn2a1|Scn2a2|ScpII","ENSRNOG00000005018","Scn2a","sodium voltage-gated channel alpha subunit 2","Scn2a_Scn2a"
"Srd5a3_Srd5a3",0.00847590779172573,0.0370202735576681,0.818905339319435,-0.0640824950791243,0.0810343106625757,9,10,1,0,0.00551350325370609,3.58697820749245,0.936438153471464,0,1,0.489838441034407,0.624248226480718,NA,-0.000758833170126891,0.0145561026413719,0.699444788882637,0.98389902593223,0.985467575951691,1,1,"51429936","mouse, laboratory","10090","Srd5a3","57357","MGI:1930252","","","Chr5  cM","Chr5:76288118-76303351(+)","steroid 5 alpha-reductase 3","Srd5a2l","ENSMUSG00000029233","ENSMUSG00000029233_57357","rat","10116","Srd5a3","305291","","","","Chr14 p11","","steroid 5 alpha-reductase 3","RGD1308828|S5AR 3","ENSRNOG00000002216","Srd5a3","steroid 5 alpha-reductase 3","Srd5a3_Srd5a3"
"Txlna_Txlna",0.0248591028044957,0.0286643896678805,0.385806749323536,-0.031322068583372,0.0810402741923635,9,10,1,0.000501976800313454,0.00328309689566113,5.88310622944728,0.751558149484867,5.89707060424948,1.06266617460387,0.425799026015818,0.670254296718792,NA,0.00393925104958429,0.0481007021954908,0.121843612973943,0.891947074646966,0.873422925774394,1,1,"51429139","mouse, laboratory","10090","Txlna","109658","MGI:105968","","","Chr4  cM","Chr4:129519871-129534858(-)","taxilin alpha","2600010N21Rik|IL14|Txln","ENSMUSG00000053841","ENSMUSG00000053841_109658","rat","10116","Txlna","682457","","","","Chr5","","taxilin alpha","","ENSRNOG00000048242","Txlna","taxilin alpha","Txlna_Txlna"
"Plp1_Plp1",0.0024036150992745,0.0401222052454356,0.952229423836486,-0.0762344621621033,0.0810416923606524,8,9,1,0,0.00656177781603215,3.41872218906291,0.905405262022679,0,1,-0.503959886084316,0.614289566045862,NA,-0.0140980530000459,0.0183329431011086,0.671901584844019,0.994533633766663,1,1,1,"51427329","mouse, laboratory","10090","Plp1","18823","MGI:97623","","","ChrX  cM","ChrX:135723420-135740482(+)","proteolipid protein (myelin) 1","Plp","ENSMUSG00000031425","ENSMUSG00000031425_18823","rat","10116","Plp1","24943","","","","ChrX q32","","proteolipid protein 1","Plp","ENSRNOG00000002419","Plp1","proteolipid protein 1","Plp1_Plp1"
"Wdr44_Wdr44",-0.010826621076288,0.0468752087174269,0.817340526206508,-0.102700341930243,0.0810470997776667,8,9,1,4.11153398362723e-06,0.0082199895107722,15.5823152460652,0.0487638984762392,0.0182869744567062,1.00018290319203,-1.8653913682104,0.0621265663929302,NA,-0.041001952801265,0.0101668990544448,0.485773300669554,0.9279573317321,0.985339662439932,0.648694610520534,0.742453705569219,"51433336","mouse, laboratory","10090","Wdr44","72404","MGI:1919654","","","ChrX  cM","ChrX:23559290-23672264(+)","WD repeat domain 44","RAB11BP|RPH11","ENSMUSG00000036769","ENSMUSG00000036769_72404","rat","10116","Wdr44","246152","","","","ChrX q34","","WD repeat domain 44","Rab11BP","ENSRNOG00000029068","Wdr44","WD repeat domain 44","Wdr44_Wdr44"
"Rnf4_Rnf4",0.025001306324893,0.0286077592190112,0.382153952249358,-0.0310688714227626,0.0810714840725486,8,9,1,0,0.00317228937882089,6.24784782657393,0.619490944067241,0,1,1.49069382103132,0.136041899090431,NA,0.0122588920057772,0.0454597973832056,0.22127516546522,0.677131897540447,0.87166612419698,1,0.886784659860476,"51431482","mouse, laboratory","10090","Rnf4","19822","MGI:1201691","","","Chr5  cM","Chr5:34493594-34510789(+)","ring finger protein 4","Gtrgeo8","ENSMUSG00000029110","ENSMUSG00000029110_19822","rat","10116","Rnf4","29274","","","","Chr14 q21","","ring finger protein 4","","ENSRNOG00000013930","Rnf4","ring finger protein 4","Rnf4_Rnf4"
"Lyrm4_Lyrm4",0.00151866867560912,0.0405890373495173,0.970153526538615,-0.0780343826965959,0.0810717200478141,9,10,1,0.00106827530896662,0.00669146193657513,10.4525363821489,0.315106128237611,6.19675939866296,1.06606125075144,-1.14888773622085,0.250602275195329,NA,-0.0251411663498472,0.0145232595604065,0.529275182763034,0.969563899616433,1,1,0.96683109672474,"51432118","mouse, laboratory","10090","Lyrm4","380840","MGI:2683538","","","Chr13  cM","Chr13:36162778-36301543(-)","LYR motif containing 4","LOC380840|MGC:38622","ENSMUSG00000046573","ENSMUSG00000046573_380840","rat","10116","Lyrm4","102550385","","","","Chr17","","LYR motif containing 4","","ENSRNOG00000047970","Lyrm4","LYR motif containing 4","Lyrm4_Lyrm4"
